customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
6096,28,17-29,technician,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6097,33,30-39,entrepreneur,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
6098,38,30-39,unemployed,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6099,34,30-39,management,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6100,31,30-39,admin.,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
6101,54,50-59,services,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6102,33,30-39,services,divorced,unknown,unknown,no,no,yes,no housing loan,personal loan,single loan exposure
6103,56,50-59,housemaid,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6104,37,30-39,blue-collar,single,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6105,36,30-39,blue-collar,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6106,46,40-49,unemployed,divorced,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
6107,39,30-39,services,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6108,38,30-39,blue-collar,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
6109,42,40-49,management,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6110,26,17-29,unemployed,single,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6111,35,30-39,management,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6112,31,30-39,blue-collar,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6113,29,17-29,admin.,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
6114,33,30-39,blue-collar,single,basic.6y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6115,39,30-39,admin.,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6116,44,40-49,blue-collar,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
6117,44,40-49,blue-collar,divorced,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
6118,24,17-29,unemployed,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6119,41,40-49,blue-collar,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
6120,52,50-59,housemaid,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6121,50,50-59,housemaid,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6122,45,40-49,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6123,25,17-29,admin.,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6124,31,30-39,admin.,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
6125,44,40-49,housemaid,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
6126,48,40-49,technician,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
6127,52,50-59,admin.,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6128,57,50-59,admin.,married,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6129,25,17-29,services,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6130,55,50-59,services,divorced,high.school,secondary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6131,50,50-59,entrepreneur,married,unknown,unknown,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6132,52,50-59,admin.,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6133,56,50-59,unemployed,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
6134,31,30-39,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6135,49,40-49,services,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6136,33,30-39,technician,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
6137,31,30-39,admin.,single,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6138,48,40-49,services,divorced,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
6139,42,40-49,unemployed,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6140,33,30-39,blue-collar,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6141,60,60+,admin.,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6142,35,30-39,technician,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6143,60,60+,admin.,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6144,57,50-59,admin.,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6145,29,17-29,entrepreneur,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6146,55,50-59,services,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6147,34,30-39,admin.,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
6148,32,30-39,blue-collar,single,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6149,33,30-39,self-employed,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6150,24,17-29,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6151,34,30-39,management,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
6152,43,40-49,management,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6153,53,50-59,retired,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6154,38,30-39,entrepreneur,married,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
6155,36,30-39,technician,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
6156,48,40-49,technician,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
6157,48,40-49,management,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6158,43,40-49,technician,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
6159,35,30-39,services,divorced,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
6160,26,17-29,management,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
6161,59,50-59,housemaid,married,basic.4y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
6162,27,17-29,admin.,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
6163,52,50-59,admin.,divorced,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6164,43,40-49,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6165,43,40-49,management,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6166,26,17-29,entrepreneur,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6167,56,50-59,technician,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
6168,30,30-39,services,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6169,48,40-49,technician,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6170,47,40-49,blue-collar,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6171,30,30-39,unemployed,single,basic.4y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
6172,27,17-29,admin.,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6173,37,30-39,services,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6174,34,30-39,technician,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
6175,29,17-29,self-employed,married,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
6176,44,40-49,blue-collar,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6177,31,30-39,management,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6178,40,40-49,technician,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
6179,37,30-39,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
6180,32,30-39,blue-collar,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6181,43,40-49,technician,single,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
6182,31,30-39,services,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
6183,34,30-39,self-employed,divorced,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
6184,29,17-29,technician,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
6185,23,17-29,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6186,54,50-59,retired,divorced,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
6187,20,17-29,blue-collar,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
6188,24,17-29,student,single,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6189,33,30-39,admin.,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6190,32,30-39,services,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
6191,36,30-39,blue-collar,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
6192,33,30-39,services,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
6193,34,30-39,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
6194,27,17-29,entrepreneur,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
6195,26,17-29,entrepreneur,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
6196,45,40-49,management,married,university.degree,tertiary,unknown,unknown,unknown,unknown,unknown,exposure unknown
6197,37,30-39,services,divorced,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
6198,23,17-29,entrepreneur,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
